Description;Channel;SecondDescription;"Start time";"AMR";"AMR_perc";"RCH";"RCH_perc";"SHR_perc";GroupID
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"03:29:25";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC CBeebies";" ";"03:29:41";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Reality [Zone Reality]";" ";"03:29:55";0;0,000 %;0;0,000 %;0,000 %;1
"W TONACJI+ /MAG.MUZ.POL./";"Canal+ Seriale [Canal+ Film 2]";" ";"03:30:06";182;0,004 %;7 922;0,166 %;0,149 %;1
"PREMIER LEAGUE+ /MAG.PILKARSKI/";"Canal+ Sport2";" ";"03:30:07";1 950;0,041 %;12 850;0,270 %;1,587 %;1
"LUBIE NIETOPERZE /FILM HORR.POL./";"Canal+ Family [Canal+ Weekend]";" ";"03:30:08";9 409;0,197 %;13 962;0,293 %;7,949 %;1
"BUZZ & TELL";"BBC CBeebies";" ";"03:31:08";0;0,000 %;0;0,000 %;0,000 %;1
"AUTOPROMOCJA";"Canal+ 1 [Canal+ Family 2]";" ";"03:33:01";0;0,000 %;0;0,000 %;0,000 %;1
"SEDZIA JUDY /REALITY SHOW USA/";"CBS Reality [Zone Reality]";"JUDGE JUDY";"03:34:40";0;0,000 %;0;0,000 %;0,000 %;1
"ZAGLODZENI /FILM HORR.USA/";"Canal+ 1 [Canal+ Family 2]";" ";"03:35:13";81;0,002 %;8 241;0,173 %;0,071 %;1
"PROMO";"Animal Planet HD";" ";"03:35:25";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC CBeebies";" ";"03:36:11";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Drama [Club TV]";" ";"03:36:12";0;0,000 %;0;0,000 %;0,000 %;1
"POLICJA DLA ZWIERZAT W HOUSTON /SER.DOK.PRZYR.ANG./";"Animal Planet HD";"ANIMAL COPS HOUSTON";"03:36:25";0;0,000 %;0;0,000 %;0,000 %;1
"CLANGERS";"BBC CBeebies";" ";"03:37:13";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"13 Ulica [13th Street Universal]";" ";"03:38:25";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"AXN White [AXN Crime]";" ";"03:40:04";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"03:40:33";0;0,000 %;0;0,000 %;0,000 %;1
"LOWCY GLOW /SER.DOK./";"AXN Black [AXN Sci-Fi]";"DOG & BETH: ON THE HUNT 110 - DOGLAHOMA 2: FOR A FEW BOUNTIES MORE";"03:40:48";0;0,000 %;0;0,000 %;0,000 %;1
"WZOR /SER.SENS.USA/";"AXN White [AXN Crime]";"NUMB3RS 209 - TOXIN";"03:40:54";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC HD";" ";"03:41:42";0;0,000 %;0;0,000 %;0,000 %;1
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"03:41:50";0;0,000 %;0;0,000 %;0,000 %;1
"SILK";"BBC HD";" ";"03:42:02";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Action [Zone Romantica]";" ";"03:42:39";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC Brit [BBC Entertainment]";" ";"03:42:46";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"Boomerang";" ";"03:42:49";0;0,000 %;0;0,000 %;0,000 %;1
"FLINTSTONOWIE /SER.ANIM.USA/";"Boomerang";" ";"03:43:23";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Reality [Zone Reality]";" ";"03:43:42";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC Lifestyle";" ";"03:44:32";0;0,000 %;0;0,000 %;0,000 %;1
"DIY SOS";"BBC Lifestyle";" ";"03:45:12";0;0,000 %;0;0,000 %;0,000 %;1
"BEZ KOMENTARZA /REP./";"ADVENTURE";" ";"03:45:59";0;0,000 %;0;0,000 %;0,000 %;1
"WIECZOR Z RUBENEM OSTLUNDEM /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"03:47:36";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC CBeebies";" ";"03:48:17";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"03:48:18";0;0,000 %;0;0,000 %;0,000 %;1
"OMAR /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"03:48:51";0;0,000 %;0;0,000 %;0,000 %;1
"KINO MOWI /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"03:49:28";0;0,000 %;0;0,000 %;0,000 %;1
"MISTER MAKER";"BBC CBeebies";" ";"03:49:37";0;0,000 %;0;0,000 %;0,000 %;1
"ZABICIE CIOTKI /FILM KROTKOM.POL./";"Ale Kino+ [Ale Kino]";" ";"03:50:04";0;0,000 %;0;0,000 %;0,000 %;1
"LOWCY ZAGINIONYCH SKARBOW /SER.DOK.NIEM./";"ADVENTURE";" ";"03:50:34";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Action [Zone Romantica]";" ";"03:50:36";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"AXN";" ";"03:51:19";11 409;0,239 %;11 409;0,239 %;9,410 %;1
"PROMO";"BBC Brit [BBC Entertainment]";" ";"03:51:43";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Drama [Club TV]";" ";"03:51:52";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC Earth [BBC Knowledge]";" ";"03:52:21";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"13 Ulica [13th Street Universal]";" ";"03:54:13";0;0,000 %;0;0,000 %;0,000 %;1
"INSIDE MOVIES /MAG.FILM.USA/";"13 Ulica [13th Street Universal]";"INSIDE MOVIES";"03:55:21";0;0,000 %;0;0,000 %;0,000 %;1
"SEDZIA JUDY /REALITY SHOW USA/";"CBS Reality [Zone Reality]";"JUDGE JUDY";"03:55:31";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"AXN Spin";" ";"03:57:13";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Europa [Zone Europa]";" ";"03:59:01";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"13 Ulica [13th Street Universal]";" ";"03:59:21";0;0,000 %;0;0,000 %;0,000 %;1
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"03:59:24";0;0,000 %;0;0,000 %;0,000 %;1
"WSPANIALY ROK 1939 /FILM THRIL.W.BRYT./";"CBS Europa [Zone Europa]";"GLORIOUS 39";"03:59:46";0;0,000 %;0;0,000 %;0,000 %;1
"J.A.G /SER.USA/";"13 Ulica [13th Street Universal]";"JAG";"04:00:11";0;0,000 %;0;0,000 %;0,000 %;1
"TELESPRZEDAZ";"AXN";"PLATINUM";"04:00:12";11 409;0,239 %;11 409;0,239 %;10,259 %;1
"MOJ NAWIEDZONY DOM /PROG.DOK.USA/";"CI Polsat [Polsat Crime & Investigation Network]";"MY HAUNTED HOUSE S3 EP.9";"04:00:17";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"Animal Planet HD";" ";"04:00:17";0;0,000 %;0;0,000 %;0,000 %;1
"PALIWO DLA CIALA /SER.REAL.KAN./";"AXN Spin";" ";"04:00:30";0;0,000 %;0;0,000 %;0,000 %;1
"DOBRANOC ATM /PROG.ROZR.POL./";"ATM Rozrywka";" ";"04:00:34";0;0,000 %;0;0,000 %;0,000 %;1
"SUNSET BEACH /SER.USA/";"CBS Drama [Club TV]";"SUNSET BEACH";"04:00:57";0;0,000 %;0;0,000 %;0,000 %;1
"BEZ PARDONU /SER.KRYM.USA/";"CBS Action [Zone Romantica]";"THE DISTRICT";"04:01:01";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC Lifestyle";" ";"04:01:41";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Reality [Zone Reality]";" ";"04:04:17";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC Brit [BBC Entertainment]";" ";"04:04:55";0;0,000 %;0;0,000 %;0,000 %;1
"TOP GEAR";"BBC Brit [BBC Entertainment]";" ";"04:05:05";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"Boomerang";" ";"04:07:21";0;0,000 %;0;0,000 %;0,000 %;1
"AUTOPROMOCJA";"Canal+ Discovery";" ";"04:07:51";0;0,000 %;0;0,000 %;0,000 %;1
"JETSONOWIE /SER.ANIM.USA/";"Boomerang";" ";"04:08:20";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC CBeebies";" ";"04:08:45";0;0,000 %;0;0,000 %;0,000 %;1
"MISTER MAKER";"BBC CBeebies";" ";"04:09:57";0;0,000 %;0;0,000 %;0,000 %;1
"SLODKO GORZKI /FILM FAB.POL./";"Canal+ Discovery";" ";"04:10:13";91;0,002 %;8 241;0,173 %;0,086 %;1
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"04:10:24";0;0,000 %;0;0,000 %;0,000 %;1
"AUTOPROMOCJA";"Canal+ Sport2";" ";"04:11:04";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"Cartoon Network";" ";"04:12:41";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Drama [Club TV]";" ";"04:12:58";0;0,000 %;0;0,000 %;0,000 %;1
"ROBOTBOY /SER.ANIM.USA/";"Cartoon Network";" ";"04:13:05";0;0,000 %;0;0,000 %;0,000 %;1
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"04:13:39";0;0,000 %;0;0,000 %;0,000 %;1
"KUCHNIA FILMOWA /MAG. FILMOWY/";"Canal+ Seriale [Canal+ Film 2]";" ";"04:14:36";0;0,000 %;0;0,000 %;0,000 %;1
"AUTOPROMOCJA";"Canal+ Film [Canal+ Zolty]";" ";"04:15:05";7 148;0,150 %;7 148;0,150 %;6,287 %;1
"TELESPRZEDAZ";"AXN";"ABEXINE";"04:15:12";11 409;0,239 %;11 409;0,239 %;9,922 %;1
"PROMO";"BBC Earth [BBC Knowledge]";" ";"04:16:01";0;0,000 %;0;0,000 %;0,000 %;1
"SEDZIA JUDY /REALITY SHOW USA/";"CBS Reality [Zone Reality]";"JUDGE JUDY";"04:16:21";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC Brit [BBC Entertainment]";" ";"04:16:29";0;0,000 %;0;0,000 %;0,000 %;1
"LIFE STORY";"BBC Earth [BBC Knowledge]";" ";"04:16:46";0;0,000 %;0;0,000 %;0,000 %;1
"AUTOPROMOCJA";"Canal+";" ";"04:17:20";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC Lifestyle";" ";"04:17:30";0;0,000 %;0;0,000 %;0,000 %;1
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"04:18:21";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Action [Zone Romantica]";" ";"04:18:57";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"13 Ulica [13th Street Universal]";" ";"04:19:22";0;0,000 %;0;0,000 %;0,000 %;1
"KINO MOWI /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"04:19:24";0;0,000 %;0;0,000 %;0,000 %;1
"LESNE DOLY /FILM THRILLER POL./";"Canal+";" ";"04:20:02";0;0,000 %;0;0,000 %;0,000 %;1
"WTOREK /FILM FAB.POL./";"Canal+ Film [Canal+ Zolty]";" ";"04:20:02";2 238;0,047 %;12 230;0,257 %;2,131 %;1
"TRZECH WSPANIALYCH /PROG.FILMOWY/";"Canal+ Seriale [Canal+ Film 2]";" ";"04:20:17";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"04:20:40";49;0,001 %;4 928;0,103 %;0,046 %;1
"HOMO NARRANS /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"04:20:49";0;0,000 %;0;0,000 %;0,000 %;1
"MEZCZYZNA IDEALNY /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"04:21:33";0;0,000 %;0;0,000 %;0,000 %;1
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"MODECOM";"04:22:01";0;0,000 %;0;0,000 %;0,000 %;1
"SAFE HOUSE /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"04:22:13";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"04:22:18";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"AXN White [AXN Crime]";" ";"04:22:45";0;0,000 %;0;0,000 %;0,000 %;1
"KONKURS";"Ale Kino+ [Ale Kino]";" ";"04:22:52";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"AXN Spin";" ";"04:23:01";0;0,000 %;0;0,000 %;0,000 %;1
"ZAGADKI KRYMINALNE PANNY FISHER /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"04:23:01";0;0,000 %;0;0,000 %;0,000 %;1
"UWIEDZENIE JOE TYNANA /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"04:23:31";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"Animal Planet HD";" ";"04:23:57";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Europa [Zone Europa]";" ";"04:23:59";0;0,000 %;0;0,000 %;0,000 %;1
"OMAR /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"04:24:11";0;0,000 %;0;0,000 %;0,000 %;1
"KINO MOWI /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"04:24:48";0;0,000 %;0;0,000 %;0,000 %;1
"NA POSTERUNKU /FILM DOK.USA/";"Animal Planet HD";"ANIMAL PRECINCT";"04:24:52";0;0,000 %;0;0,000 %;0,000 %;1
"PALIWO DLA CIALA /SER.REAL.KAN./";"AXN Spin";" ";"04:25:18";0;0,000 %;0;0,000 %;0,000 %;1
"BUNNY /FILM KOM.POL.AUSTRIA/";"Ale Kino+ [Ale Kino]";" ";"04:25:24";55;0,001 %;5 082;0,107 %;0,051 %;1
"KOMISARZ REX /SER AUSTR./";"AXN White [AXN Crime]";"REX SPECIAL UNIT 111 - UNDER THE LIGHT OF DAY";"04:25:27";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Reality [Zone Reality]";" ";"04:27:40";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC Brit [BBC Entertainment]";" ";"04:28:18";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Drama [Club TV]";" ";"04:28:33";0;0,000 %;0;0,000 %;0,000 %;1
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"04:28:55";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC CBeebies";" ";"04:29:06";0;0,000 %;0;0,000 %;0,000 %;1
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"NICE";"04:29:38";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Action [Zone Romantica]";" ";"04:30:04";0;0,000 %;0;0,000 %;0,000 %;1
"TELESPRZEDAZ";"AXN";"PEDI SPIN";"04:30:12";11 409;0,239 %;11 409;0,239 %;10,036 %;1
"NUMBERJACKS";"BBC CBeebies";" ";"04:30:28";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC HD";" ";"04:32:00";0;0,000 %;0;0,000 %;0,000 %;1
"SCOTT & BAILEY";"BBC HD";" ";"04:32:20";4 237;0,089 %;11 409;0,239 %;3,986 %;1
"PROMO";"Boomerang";" ";"04:32:39";0;0,000 %;0;0,000 %;0,000 %;1
"SOWA I SPOLKA /SER.ANIM.USA/";"Boomerang";" ";"04:33:28";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"Animal Planet HD";" ";"04:33:47";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"04:35:10";0;0,000 %;0;0,000 %;0,000 %;1
"CZAS NA KULTURE /PROGR.KULT.POL./";"ATM Rozrywka";" ";"04:35:20";0;0,000 %;0;0,000 %;0,000 %;1
"SEDZIA JUDY /REALITY SHOW USA/";"CBS Reality [Zone Reality]";"JUDGE JUDY";"04:37:25";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Action [Zone Romantica]";" ";"04:37:30";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC Lifestyle";" ";"04:38:30";0;0,000 %;0;0,000 %;0,000 %;1
"DIY SOS";"BBC Lifestyle";" ";"04:39:10";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Drama [Club TV]";" ";"04:39:21";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC Earth [BBC Knowledge]";" ";"04:40:45";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"13 Ulica [13th Street Universal]";" ";"04:43:38";0;0,000 %;0;0,000 %;0,000 %;1
"PATROL DROGOWKI /SER.DOK.POL./";"ADVENTURE";" ";"04:44:17";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC CBeebies";" ";"04:44:33";0;0,000 %;0;0,000 %;0,000 %;1
"INSIDE MOVIES /MAG.FILM.USA/";"13 Ulica [13th Street Universal]";"INSIDE MOVIES";"04:44:36";0;0,000 %;0;0,000 %;0,000 %;1
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"04:44:38";0;0,000 %;0;0,000 %;0,000 %;1
"TELESPRZEDAZ";"AXN";"PLATINUM";"04:45:12";3 651;0,077 %;11 409;0,239 %;3,441 %;1
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"04:45:38";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"Animal Planet HD";" ";"04:46:13";0;0,000 %;0;0,000 %;0,000 %;1
"NINA AND THE NEURONS";"BBC CBeebies";" ";"04:46:15";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC Brit [BBC Entertainment]";" ";"04:46:35";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Reality [Zone Reality]";" ";"04:46:57";0;0,000 %;0;0,000 %;0,000 %;1
"AUTOPROMOCJA";"Canal+ Family [Canal+ Weekend]";" ";"04:47:02";8 880;0,186 %;8 880;0,186 %;8,363 %;1
"PROMO";"Cartoon Network";" ";"04:47:06";0;0,000 %;0;0,000 %;0,000 %;1
"CHOP SOCKY CHOOKS: KUNG FU KURCZAKI /SER.ANIM.ANG./";"Cartoon Network";" ";"04:47:32";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"AXN Spin";" ";"04:47:49";1 396;0,029 %;11 409;0,239 %;1,346 %;1
"TV LOGO";"Canal+ Family [Canal+ Weekend]";" ";"04:48:29";8 880;0,186 %;8 880;0,186 %;8,363 %;1
"AUTOPROMOCJA";"Canal+ Family [Canal+ Weekend]";" ";"04:48:44";8 880;0,186 %;8 880;0,186 %;8,363 %;1
"PROMO";"CBS Action [Zone Romantica]";" ";"04:48:53";0;0,000 %;0;0,000 %;0,000 %;1
"MOJE MIASTO /FILM OBYCZ.POL./";"Canal+ Family [Canal+ Weekend]";" ";"04:50:11";2 201;0,046 %;8 880;0,186 %;2,165 %;1
"AKTUALNOSCI FILMOWE+";"Canal+ Seriale [Canal+ Film 2]";" ";"04:50:20";0;0,000 %;0;0,000 %;0,000 %;1
"INSIDE MOVIES /MAG.FILM.USA/";"13 Ulica [13th Street Universal]";"INSIDE MOVIES";"04:50:36";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Drama [Club TV]";" ";"04:51:33";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"Boomerang";" ";"04:53:28";0;0,000 %;0;0,000 %;0,000 %;1
"SOWA I SPOLKA /SER.ANIM.USA/";"Boomerang";" ";"04:54:31";0;0,000 %;0;0,000 %;0,000 %;1
"INSIDE MOVIES /MAG.FILM.USA/";"13 Ulica [13th Street Universal]";"INSIDE MOVIES";"04:54:41";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC Lifestyle";" ";"04:55:13";0;0,000 %;0;0,000 %;0,000 %;1
"HAWAII FIVE.O /SER.KRYM. USA/";"CBS Action [Zone Romantica]";"HAWAII FIVE-0";"04:58:03";0;0,000 %;0;0,000 %;0,000 %;1
"SEDZIA JUDY /REALITY SHOW USA/";"CBS Reality [Zone Reality]";"JUDGE JUDY";"04:58:16";1 635;0,034 %;5 082;0,107 %;1,618 %;1
"PROMO";"13 Ulica [13th Street Universal]";" ";"04:58:46";0;0,000 %;0;0,000 %;0,000 %;1
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"04:58:59";0;0,000 %;0;0,000 %;0,000 %;1
"J.A.G /SER.USA/";"13 Ulica [13th Street Universal]";"JAG";"05:00:06";0;0,000 %;0;0,000 %;0,000 %;1
"4FUN BUDZI LUDZI /TELEDYSKI/";"4FUN.TV [4fun.tv]";" ";"05:00:08";0;0,000 %;0;0,000 %;0,000 %;1
"TELESPRZEDAZ";"AXN";"ABEXINE";"05:00:12";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC CBeebies";" ";"05:00:27";0;0,000 %;0;0,000 %;0,000 %;1
"DUCHY I JA /SER.DOK.USA/";"CI Polsat [Polsat Crime & Investigation Network]";"THE HAUNTING OF S4 EP.2";"05:00:55";0;0,000 %;0;0,000 %;0,000 %;1
"DISCO GRAMY! /PROG.MUZ.POL./";"ATM Rozrywka";" ";"05:01:09";0;0,000 %;0;0,000 %;0,000 %;1
"PLOTKARY Z NEW JERSEY /SER.DOK.USA/ ";"CBS Drama [Club TV]";"JERSEYLICIOUS";"05:01:11";0;0,000 %;0;0,000 %;0,000 %;1
"MY PET AND ME";"BBC CBeebies";" ";"05:01:21";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC Brit [BBC Entertainment]";" ";"05:01:35";0;0,000 %;0;0,000 %;0,000 %;1
"TOP GEAR";"BBC Brit [BBC Entertainment]";" ";"05:01:45";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"Animal Planet HD";" ";"05:02:56";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Reality [Zone Reality]";" ";"05:06:43";5 082;0,107 %;5 082;0,107 %;4,666 %;1
"PROMO";"BBC Earth [BBC Knowledge]";" ";"05:08:18";0;0,000 %;0;0,000 %;0,000 %;1
"AFRICA";"BBC Earth [BBC Knowledge]";" ";"05:09:28";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"AXN White [AXN Crime]";" ";"05:10:44";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"Animal Planet HD";" ";"05:11:37";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"05:12:29";0;0,000 %;0;0,000 %;0,000 %;1
"LOWCY ALIGATOROW /SER.DOK.PRZYR.USA/";"Animal Planet HD";"GATOR BOYS";"05:12:31";335;0,007 %;4 928;0,103 %;0,326 %;1
"PROMO";"BBC Brit [BBC Entertainment]";" ";"05:12:55";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"Boomerang";" ";"05:14:30";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Action [Zone Romantica]";" ";"05:14:31";0;0,000 %;0;0,000 %;0,000 %;1
"TELESPRZEDAZ";"AXN";"PEDI SPIN";"05:15:12";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC CBeebies";" ";"05:15:15";0;0,000 %;0;0,000 %;0,000 %;1
"ELEMENTARY /SER.KRYM.USA/";"AXN White [AXN Crime]";"ELEMENTARY 224 - THE GRAND EXPERIMENT";"05:15:22";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Drama [Club TV]";" ";"05:15:24";0;0,000 %;0;0,000 %;0,000 %;1
"ZWARIOWANE MELODIE /FILM ANIM.USA/";"Boomerang";" ";"05:15:59";0;0,000 %;0;0,000 %;0,000 %;1
"KATIE MORAG";"BBC CBeebies";" ";"05:16:42";0;0,000 %;0;0,000 %;0,000 %;1
"AUTOPROMOCJA";"Canal+ 1 [Canal+ Family 2]";" ";"05:17:20";0;0,000 %;0;0,000 %;0,000 %;1
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"05:17:35";0;0,000 %;0;0,000 %;0,000 %;1
"HIGH SCORE CZYLI GRA W BIZNES /MAG.KOMP.POL./";"ADVENTURE";" ";"05:17:47";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC HD";" ";"05:17:56";11 409;0,239 %;11 409;0,239 %;13,145 %;1
"DEATH IN PARADISE";"BBC HD";" ";"05:18:13";11 409;0,239 %;11 409;0,239 %;10,747 %;1
"SEDZIA JUDY /REALITY SHOW USA/";"CBS Reality [Zone Reality]";"JUDGE JUDY";"05:18:56";1 578;0,033 %;5 082;0,107 %;1,629 %;1
"LESNE DOLY /FILM THRILLER POL./";"Canal+ 1 [Canal+ Family 2]";" ";"05:20:02";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"Animal Planet HD";" ";"05:20:04";0;0,000 %;0;0,000 %;0,000 %;1
"+DE LUX /MAG.MOTO.POL./";"Canal+ Seriale [Canal+ Film 2]";" ";"05:20:17";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"13 Ulica [13th Street Universal]";" ";"05:21:31";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"05:22:49";0;0,000 %;0;0,000 %;0,000 %;1
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"05:24:26";0;0,000 %;0;0,000 %;0,000 %;1
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"MODECOM";"05:24:30";0;0,000 %;0;0,000 %;0,000 %;1
"ZWARIOWANE MELODIE /FILM ANIM.USA/";"Boomerang";" ";"05:24:35";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Drama [Club TV]";" ";"05:25:17";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC Brit [BBC Entertainment]";" ";"05:26:43";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Action [Zone Romantica]";" ";"05:27:32";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"BBC CBeebies";" ";"05:27:47";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"CBS Reality [Zone Reality]";" ";"05:29:09";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"Cartoon Network";" ";"05:29:23";0;0,000 %;0;0,000 %;0,000 %;1
"EKSPEDYCJA CARTOON NETWORK /PROG. PRZYG. EDUK. POL./";"Cartoon Network";" ";"05:29:49";0;0,000 %;0;0,000 %;0,000 %;1
"DINOPAWS";"BBC CBeebies";" ";"05:29:56";0;0,000 %;0;0,000 %;0,000 %;1
"TELESPRZEDAZ";"AXN";"PLATINUM";"05:30:12";0;0,000 %;0;0,000 %;0,000 %;1
"TV LOGO";"Canal+ Sport [Canal+ Niebieski]";" ";"05:30:54";0;0,000 %;0;0,000 %;0,000 %;1
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"NISSAN + PS4";"05:31:04";0;0,000 %;0;0,000 %;0,000 %;1
"MAGAZYN LIGI MISTRZOW /PROG.SPORT.POL./";"Canal+ Sport [Canal+ Niebieski]";" ";"05:31:35";0;0,000 %;0;0,000 %;0,000 %;1
"PROMO";"Boomerang";" ";"05:31:36";0;0,000 %;0;0,000 %;0,000 %;1
